,DATEPRD,NPD_WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
1260,2015-11-27,7078,24.0,220.316114375,188.06364,32.252474375,78.6134,4.549562083333333,1240.99,187615.45,1978.92
1261,2015-11-28,7078,24.0,220.33859916666665,188.153279375,32.185319791666664,78.75905020833333,4.540080000000001,1230.7,188763.57,1967.52
1262,2015-11-29,7078,24.0,220.36331645833332,188.23496979166663,32.128346666666665,79.51531145833333,4.504841041666666,1218.0,185697.71,1963.98
1263,2015-11-30,7078,24.0,220.31636791666668,188.3262645833333,31.99010333333333,80.368041875,4.470651458333333,1208.25,183892.35,1938.26
1264,2015-12-01,7078,24.0,220.418800625,188.4687414583333,31.950059166666666,80.35917958333333,4.445736875,1190.89,182248.59,1917.21
1265,2015-12-02,7078,24.0,220.775705625,188.6993775,32.076328125,78.14407645833333,4.362821041666667,1185.75,180103.73,1913.76
1266,2015-12-03,7078,24.0,220.90040979166668,188.81788729166664,32.082522499999996,80.36228395833334,4.363338125,1189.44,181379.16,1923.61
1267,2015-12-04,7078,24.0,220.16826104166665,188.58603395833333,31.58222708333333,79.063844375,4.528615625,1168.78,186220.51,1985.4
1268,2015-12-05,7078,24.0,220.51880145833331,188.889740625,31.62906083333333,77.27016354166666,4.491481041666667,1221.25,188316.12,2031.51
1269,2015-12-06,7078,24.0,220.783583125,189.1707083333333,31.612874791666666,80.495735625,4.478225208333333,1204.14,185209.76,2073.66
1270,2015-12-07,7078,24.0,221.367329375,189.51650104166663,31.85082833333333,80.22750208333333,4.551645,1215.25,187427.67,2104.27
1271,2015-12-08,7078,24.0,221.99405166666668,189.87496583333333,32.11908583333334,79.13901666666666,4.582578333333333,1210.73,186521.44,2113.28
1272,2015-12-09,7078,20.16667,235.55549014265617,197.3798351563496,38.17565498630661,72.97225581722219,10.918799244208387,973.0,151701.8,2167.72
1273,2015-12-10,7078,24.0,228.87847125,192.81933958333332,36.059131666666666,77.65586583333334,9.536614166666666,1168.18,175853.01,2170.32
